DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,V Total,A Total,W Total,S Total,Q Total,PF Total,kWh
2017-04-06 21:27:14,233.18,54.7619,8582.96,12769.379842,9454.621049395686,0.6721516711226357,229.06,28.5753,5344.36,6545.458218,3778.999798092577,0.8164989863204715,231.56,30.8231,4172.28,7137.397036,5790.899416420699,0.5845660510345189,231.26666666666665,114.16029999999999,18099.6,26452.235096000004,19290.547462787425,0.6842370761606056,2294568.05
2017-04-06 21:32:14,233.27,57.219,9274.54,13347.476130000001,9598.855495803642,0.6948534621578679,229.13,29.2674,5471.13,6706.0393619999995,3877.8473987243697,0.8158511611193852,231.7,30.8157,4211.46,7139.997689999999,5765.6891766384115,0.5898405269652126,231.36666666666665,117.3021,18957.13,27193.513182,19496.52228841615,0.6971195620486489,2294569.64
2017-04-06 21:37:14,233.59,58.5785,9455.31,13683.351815,9890.967075921535,0.6910083236795004,229.57,29.3381,5477.39,6735.147617,3919.2361769458053,0.8132546324856595,232.16,31.3417,4378.74,7276.289072,5811.283736981582,0.6017820288160206,231.7733333333333,119.2583,19311.440000000002,27694.788504,19851.186246864203,0.6972950884680279,2294571.17
2017-04-06 21:42:14,233.8,55.1038,8737.61,12883.26844,9467.45885573315,0.6782137654503456,229.67,29.2182,5436.19,6710.543994,3934.366401253126,0.8100967678418591,232.27,31.3282,4252.78,7276.601014,5904.471575725115,0.584445951044692,231.91333333333333,115.6502,18426.579999999998,26870.413448,19557.102760124242,0.6857572190193267,2294572.75
2017-04-06 21:47:14,234.15,57.0559,9187,13359.638985000001,9699.432190057925,0.6876682828267309,229.99,31.9495,6054.2,7348.0655050000005,4164.220098142137,0.823917532564239,232.57,31.0643,4122.21,7224.624250999999,5933.176239084535,0.5705777707995572,232.23666666666668,120.06970000000001,19363.41,27932.328741000005,20131.40189026077,0.6932257664423711,2294574.32
2017-04-06 21:52:14,234.7,51.8819,8156.6,12176.68193,9041.098343917543,0.6698540741139323,230.42,31.6086,5964.36,7283.2536119999995,4179.975235227003,0.8189142267643995,233.08,31.448,4260.3,7329.89984,5964.66894089119,0.5812221303149485,232.73333333333335,114.9385,18381.26,26789.835381999997,19489.08824463215,0.6861281429280565,2294575.96
2017-04-06 21:57:14,234.66,58.5734,9640.36,13744.834044,9797.138458116297,0.7013806037336832,230.46,33.4027,6270.42,7697.986242000001,4465.515110893848,0.8145532874284396,233.28,31.4493,4391.57,7336.492704,5876.924206670122,0.5985925669367366,232.79999999999998,123.4254,20302.35,28779.312990000002,20397.633212063673,0.7054494319254421,2294577.53
2017-04-06 22:02:14,234.97,55.5314,8808.88,13048.213058,9625.980321637984,0.6751024037424941,230.61,37.7072,7332.68,8695.657392000001,4673.99844850683,0.8432576939779229,233.45,30.7144,4191.08,7170.27668,5817.879003670652,0.5845074307509149,233.01,123.95299999999999,20332.64,28914.14713,20557.520640526847,0.7032073229960076,2294579.18
2017-04-06 22:07:14,235.07,54.3378,8538.59,12773.186646,9499.830414562817,0.6684776662739764,230.77,35.8672,6841.7,8277.073744,4658.442966658942,0.82658439583911,233.53,30.3747,4025.61,7093.403691,5840.448617306074,0.5675145776783621,233.12333333333333,120.5797,19405.9,28143.664081,20383.249816802265,0.6895299753489125,2294580.87
2017-04-06 22:12:14,235.2,56.7035,9008.48,13336.663199999999,9834.321196698542,0.6754673087943017,231.01,34.254,6415.41,7913.01654,4632.31532758874,0.810741386368946,233.77,30.6158,4043.61,7157.055566,5905.307997277669,0.5649823398339116,233.32666666666668,121.57329999999999,19467.5,28406.735306,20687.171254068227,0.6853128242402471,2294582.51
2017-04-06 22:17:14,233.51,57.0014,9126.8,13310.396913999999,9688.559633310862,0.6856895447197631,229.31,34.4873,6473.07,7908.282762999999,4543.15980729964,0.8185177735785015,232.2,30.817,4269.35,7155.707399999999,5742.542901181911,0.5966356310209108,231.67333333333332,122.3057,19869.22,28374.387077,20256.355510975427,0.7002519542036486,2294584.17
2017-04-06 22:22:14,232.56,60.0033,9922.21,13954.367448,9811.937606288682,0.7110469203978208,228.47,33.8571,6354.04,7735.331637,4411.522550409678,0.8214308446204244,231.38,30.9171,4288.39,7153.5985980000005,5725.703809070775,0.5994731101069811,230.8033333333333,124.7775,20564.64,28843.297683,20224.524788003135,0.7129781145697714,2294585.8
2017-04-06 22:27:14,232.63,54.3374,8598.82,12640.509362,9265.137426849624,0.6802589795827247,228.49,33.8499,6302.52,7734.363651,4483.148752329108,0.8148724684266854,231.25,30.4306,4167.6,7037.076249999999,5670.233891852615,0.5922345945874895,230.79,118.61789999999999,19068.940000000002,27411.949263,19692.39674782341,0.6956433421441797,2294587.43
