DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,V Total,A Total,W Total,S Total,Q Total,PF Total,kWh
2017-04-24 07:38:50,240.27,162.543,30353.33,39054.20661,24574.507357171326,0.7772102581192342,243.64,196.8356,34543.1,47957.025583999995,33266.357559168246,0.7202927950461692,243.57,144.5906,26505.85,35217.932442,23189.2794469077,0.7526236823712514,242.49333333333334,503.9692,91402.28,122229.164636,81151.65986235891,0.7477943604719638,5843002.75
2017-04-24 07:43:50,240.01,169.303,32014.16,40634.413029999996,25024.969166555104,0.787858310549835,243.35,210.328,36495.07,51183.3188,35886.51542122101,0.7130266433602191,243.31,156.4011,28133.01,38053.95164100001,25624.928952788672,0.7392927353617854,242.22333333333336,536.0321,96642.23999999999,129871.68347100001,86757.89079601935,0.7441363461002639,5843010.41
2017-04-24 07:48:50,239.29,184.3623,34750.13,44116.054767,27178.203641669254,0.7876980428901369,243.05,203.1533,37147.74,49376.409565,32528.068409037503,0.7523378132850677,242.77,159.8142,29484.93,38798.093334000005,25217.671368484353,0.7599582213015973,241.70333333333335,547.3298,101382.79999999999,132290.557666,84984.23095928605,0.7663645976605962,5843018.75
2017-04-24 07:53:50,239.35,191.8403,36078.59,45916.975805,28402.53528628837,0.7857353270219359,242.85,221.8214,39598.82,53869.32699,36521.744823640925,0.7350903048659008,242.5,198.9205,35401.98,48238.22125,32766.22958845817,0.7338989515497527,241.5666666666667,612.5822000000001,111079.39000000001,148024.524045,97839.812121532,0.7504120733820531,5843027.62
2017-04-24 07:58:50,238.96,186.7498,34548.76,44625.732208,28246.046759901263,0.7741892018481321,242.04,241.0349,42329.18,58340.08719599999,40147.30743853792,0.7255590801191371,241.97,205.2557,36308.53,49665.721729,33887.67569635844,0.7310581370007418,240.99,633.0404,113186.47,152631.541133,102397.31616391988,0.7415667113088482,5843036.89
2017-04-24 08:03:50,238.37,217.7811,39718.92,51912.480807,33426.23307479835,0.7651131169721368,241.69,264.925,48015.57,64029.72325,42359.30236732766,0.7498950106738123,241.56,233.2421,40878.3,56341.961676,38773.460441516596,0.725539168037398,240.54,715.9482,128612.79,172284.165733,114632.38639551963,0.7465154412351488,5843046.96
2017-04-24 08:08:50,237.84,250.5061,44712.8,59580.370824000005,39377.482190781964,0.7504619286791836,241.48,281.3514,50555.35,67940.736072,45388.32674138431,0.7441095419752902,241.33,247.7491,44245.87,59789.290303,40212.712204967094,0.740030025039115,240.21666666666667,779.6066000000001,139514.02,187310.397199,124984.09147682255,0.7448279544876477,5843058.2
2017-04-24 08:13:50,237.07,250.9355,44544.28,59489.278985,39430.716877033345,0.748778280053313,240.61,278.0669,49874.86,66905.676809,44596.7255440437,0.7454503470965703,240.17,272.9919,49173.01,65564.46462299999,43367.20084165586,0.7499948376418242,239.28333333333333,801.9943,143592.15,191959.420417,127395.8929683687,0.7480338797026469,5843070.01
2017-04-24 08:18:50,237.11,237.6501,42983.52,56349.215211,36436.946404785274,0.7628060096142941,240.13,278.1194,48930.37,66784.81152199999,45453.60207609692,0.7326571548963877,239.88,272.8198,48351.2,65444.01362399999,44103.065401152075,0.7388177668594027,239.04,788.5893,140265.09,188578.040357,126045.15790849808,0.7438039431020812,5843081.74
2017-04-24 08:23:50,240.2,292.3344,51638.9,70218.72288,47582.486795965546,0.7354007290654957,243.52,323.4627,55999.95,78769.636704,55395.498612050105,0.7109332014623378,242.77,345.0955,59183.95,83778.834535,59297.15995256779,0.7064308106992694,242.16333333333333,960.8926,166822.8,232767.19411900002,162329.0487195445,0.7166937790843215,5843094.51
2017-04-24 08:28:50,239.76,306.879,53220.67,73577.30904000001,50805.32147638441,0.7233299327523217,243.15,338.7058,59516.54,82356.31527,56924.02068793135,0.7226712341959297,242.46,357.7938,60974.86,86750.684748,61706.95059899881,0.7028746825125868,241.79,1003.3786,173712.07,242684.309058,169469.14350191885,0.7157944025070196,5843108.73
2017-04-24 08:33:50,238.19,387.9657,69334.76,92409.55008300001,61091.865270958035,0.7502986427022446,241.94,426.3804,75327.63,103158.47397600001,70479.91849910279,0.7302127212304934,241.37,430.5084,72269.53,103911.812508,74664.44811472758,0.6954890715089402,240.5,1244.8545,216931.92,299479.836567,206467.2240219029,0.7243623560328334,5843124.51
2017-04-24 08:38:50,235.32,501.0877,88787.06,117915.957564,77595.30285263051,0.752968994479055,239.61,548.4594,98048.68,131416.356834,87502.6582097871,0.7460919048596915,239.47,516.6104,89461.38,123712.692488,85448.76693742309,0.7231382504157984,238.13333333333333,1566.1575,276297.12,373045.00688600005,250644.12748413123,0.7406535803987707,5843145.46
2017-04-24 08:43:50,232.77,611.1765,109486.54,142263.553905,90838.4077827724,0.7696035772669669,237.68,656.5663,119981.72,156052.678184,99783.89265928979,0.7688539626249213,237.72,622.7685,109997.75,148044.52782000002,99084.19254545227,0.7430044974964614,236.0566666666667,1890.5113000000001,339466.01,446360.759909,289828.8392158721,0.7605193836241503,5843170.41
2017-04-24 08:48:50,232.56,675.3641,122020.06,157062.675096,98892.81503682691,0.7768876973820724,237.54,739.4712,135943.73,175653.98884799998,111236.80178744982,0.773929080071374,237.77,688.5426,121515.18,163714.774002,109711.3861734211,0.7422371056048707,235.95666666666668,2103.3779,379478.97,496431.43794599996,320062.31254065566,0.7644136551264876,5843201.18
2017-04-24 08:53:50,232.41,685.0885,124437.61,159221.418285,99331.47164003376,0.7815381331251656,237.43,747.8297,136545.39,177557.205671,113498.53635814732,0.7690219582133334,237.74,676.4278,119197.85,160813.945172,107949.05056164469,0.741215880703075,235.86,2109.346,380180.85,497592.56912799994,321030.9738088849,0.7640404491293816,5843232.78
2017-04-24 08:58:50,231.98,699.7229,127317.66,162321.71834199998,100690.38532861006,0.7843538209209381,237.39,763.4665,142421.93,181239.312435,112087.83264470167,0.7858225022293575,237.73,684.1944,121927.27,162653.534712,107656.45909398509,0.7496134050568816,235.70000000000002,2147.3838,391666.86,506214.565489,320702.7550411089,0.773717088961382,5843265.05
