DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,V Total,A Total,W Total,S Total,Q Total,PF Total,kWh
2017-04-18 05:22:30,230.52,19.5493,3743.82,4506.504636,2508.4648376825,0.8307591586820239,234.32,30.5681,6461.51,7162.717192,3090.858471763526,0.9021031860949118,230.75,24.4878,4929.02,5650.55985,2762.8949415480884,0.8723064848167215,231.86333333333334,74.6052,15134.35,17319.781678,8421.77460224889,0.8738187513774502,1301179.28
2017-04-18 05:27:30,230.29,18.9647,3677.66,4367.380763,2355.5958170752606,0.8420745063395334,234.14,33.4508,7053.41,7832.170312,3404.746564441204,0.900569027360548,230.04,22.0694,4452.91,5076.844776,2438.430932279709,0.8771018607955958,231.48999999999998,74.48490000000001,15183.98,17276.395851,8241.395813820014,0.8788858585409822,1301180.55
2017-04-18 05:32:30,230.2,18.6461,3632.18,4292.33222,2287.2219687756874,0.8462019745526593,234.05,31.6045,6538.55,7397.033225000001,3458.82413968301,0.8839422240123843,230.38,23.6173,4767.88,5440.953574,2621.3157192569106,0.8762949242543933,231.54333333333332,73.8679,14938.61,17130.319019000002,8383.660355752325,0.8720567307258505,1301181.81
2017-04-18 05:37:30,230.18,18.7192,3657.6,4308.7854560000005,2277.6291062938963,0.8488702993802529,234.12,30.956,6408.45,7247.41872,3384.7964045871995,0.8842389611511228,230.1,20.4415,4091.42,4703.58915,2320.3519723519794,0.8698506331064226,231.46666666666667,70.11670000000001,14157.47,16259.793325999999,7996.681949617237,0.8707041790845946,1301183.02
2017-04-18 05:42:30,230.41,18.8298,3683.38,4338.574218,2292.58326363391,0.8489839783582102,234.29,35.5538,7437.33,8329.899802,3751.4468118926648,0.8928474743734979,231.15,16.5503,3447.79,3825.601845,1657.7012976912954,0.9012412006508743,231.95000000000002,70.9339,14568.5,16494.075865,7733.908868765873,0.8832565170209977,1301184.22
2017-04-18 05:47:30,230.02,19.9834,3874.67,4596.581668,2472.9527738502525,0.8429459715627966,233.98,31.2011,6439.43,7300.433378,3439.486703232981,0.8820613334278689,231.04,16.4705,3513.5,3805.34432,1461.4934634668275,0.9233067245804447,231.67999999999998,67.655,13827.6,15702.359366,7440.535457815379,0.8806065176384016,1301185.39
2017-04-18 05:52:30,229.82,20.5203,3946.52,4715.975345999999,2581.7442463729462,0.8368406767324098,233.75,32.864,6785.32,7681.959999999999,3601.6582207644287,0.8832797879707783,230.18,14.8648,3066.66,3421.5796640000003,1517.4992064242922,0.8962702322163438,231.25,68.2491,13798.5,15819.51501,7736.824471423354,0.8722454507156222,1301186.54
2017-04-18 05:57:30,229.95,20.3977,3916.03,4690.451115,2581.6740114322606,0.8348941080478568,233.94,36.5958,7689.18,8561.221452,3764.442014135027,0.8981405332300707,229.66,21.5109,4378.51,4940.193294,2287.828656604897,0.8863033771002079,231.1833333333333,78.5044,15983.720000000001,18191.865861,8687.040834842277,0.8786190554684193,1301187.8
2017-04-18 06:02:30,229.95,19.9017,3821.08,4576.395915,2518.4811304492014,0.8349539836524392,234.01,29.4729,6176.82,6896.953329,3068.3643704756096,0.8955867475611273,230,22.0921,4482.29,5081.183,2393.218969377646,0.8821351248321503,231.32000000000002,71.4667,14480.189999999999,16554.532244,8023.505180501583,0.8746964146479086,1301189.05
2017-04-18 06:07:30,229.75,19.5005,3726.69,4480.239874999999,2486.8315144858543,0.8318059086066236,233.76,32.8883,6833.27,7687.969008,3522.9658776474826,0.888826423843461,229.66,21.0708,4313.56,4839.119927999999,2193.235464779538,0.8913934897626702,231.05666666666664,73.4596,14873.52,17007.328811,8247.886765412743,0.8745359230298473,1301190.27
2017-04-18 06:12:30,229.57,19.3722,3696.93,4447.275954,2472.0380227914393,0.8312796503385137,233.57,33.5982,7046.4,7847.531574,3454.272549311492,0.8979129212229914,230.09,23.5543,4840.57,5419.608887,2437.425396427424,0.893158547217505,231.07666666666668,76.5247,15583.9,17714.416415,8422.743597784598,0.8797297994419987,1301191.57
2017-04-18 06:17:30,229.69,18.3406,3542.8,4212.652413999999,2279.256133298761,0.8409903433347922,233.74,29.445,6172.56,6882.474300000001,3044.3317060662916,0.8968518778195801,229.65,23.7189,4829.46,5447.045385,2519.249796000746,0.886620113961103,231.02666666666667,71.50450000000001,14544.82,16542.172099,7879.826706250211,0.8792569629280581,1301192.79
2017-04-18 06:22:30,229.48,17.9144,3501.79,4110.996512,2153.545708262577,0.8518105013658548,233.55,34.673,7164.78,8097.879150000001,3773.801038688279,0.8847724036484292,229.9,19.7318,4037.79,4536.34082,2067.5202420044825,0.8900984648679902,230.97666666666666,72.3192,14704.36,16745.216482,8011.496240992967,0.8781230159554052,1301194.03
2017-04-18 06:27:30,229.71,17.2129,3469.32,3953.9752590000003,1896.7706994742716,0.8774258240749402,233.93,29.8897,6296.93,6992.097521000001,3039.424339948989,0.9005781142336559,230.05,18.2501,3793.1,4198.435505,1799.792510164605,0.9034555837484515,231.23000000000002,65.3527,13559.35,15144.508285,6745.380550564483,0.895331148745844,1301195.23
2017-04-18 06:32:30,229.78,15.499,3227.69,3561.36022,1505.0926484766467,0.9063082082721753,233.97,21.9905,4649.98,5145.117285,2202.2529091831802,0.9037655980275675,230.63,16.0275,3245.43,3696.422325,1769.3846726640334,0.8779922083172679,231.46,53.516999999999996,11123.1,12402.89983,5487.127717031381,0.8968144669761474,1301196.21
2017-04-18 06:37:30,229.88,15.6794,3251.59,3604.380472,1555.2237970256692,0.9021217447101961,234.07,27.8511,5780.01,6519.1069769999995,3015.002516992327,0.8866260394855306,230.78,18.9181,3862.02,4365.919118,2036.1854690862265,0.8845834967664649,231.57666666666668,62.4486,12893.62,14489.406567,6610.405884620299,0.8898652916100481,1301197.22
2017-04-18 06:42:30,229.95,16.59,3395.87,3814.8705,1738.1898270529177,0.8901665207246222,234.26,21.6971,4595.31,5082.762645999999,2172.0041711453755,0.9040969095057761,231.41,25.627,5178.27,5930.34407,2890.4152981334983,0.873182051307185,231.87333333333333,63.91409999999999,13169.45,14827.977216,6814.286097289656,0.8881487884800376,1301198.31
2017-04-18 06:47:30,229.89,16.6213,3383.43,3821.070657,1775.663932416946,0.88546648406036,234.19,20.7926,4437.13,4869.418994,2005.7713484412845,0.9112237015272957,231.44,23.0859,4560.9,5343.000696,2783.1362933669793,0.8536214497247746,231.84,60.49979999999999,12381.46,14033.490346999999,6605.929123729847,0.8822794396724574,1301199.38
2017-04-18 06:52:30,230.6,17.3775,3503.75,4007.2515000000003,1944.6851986252823,0.8743524083776623,234.7,25.4911,5496.44,5982.76117,2362.7480914519365,0.9187129226487241,232.15,23.4942,4814.15,5454.17853,2563.595758814748,0.8826535423291323,232.48333333333332,66.3628,13814.339999999998,15444.191200000001,6905.5812345202,0.8944683357714451,1301200.47
2017-04-18 06:57:30,230.93,16.852,3400.75,3891.63236,1892.0100060251186,0.8738620931808677,234.91,18.5121,4091.04,4348.677411,1474.58026005425,0.9407549959101807,232.48,25.0949,5122.22,5834.062352,2792.6950779889607,0.8779851312771846,232.77333333333334,60.459,12614.01,14074.372123000001,6242.9722389723565,0.8962396254527396,1301201.57
2017-04-18 07:02:30,232.28,16.688,3371.88,3876.2886399999998,1912.0771130352061,0.8698733023142468,235.95,19.7503,4282.75,4660.083285,1836.9618016269112,0.9190286392059622,233.78,27.5483,5565.01,6440.241574000001,3241.5081723447806,0.8640995739145234,234.00333333333333,63.986599999999996,13219.64,14976.613499,7038.470726573282,0.8826855283995068,1301202.63
2017-04-18 07:07:30,230.39,16.7129,3349.91,3850.485031,1898.5094063119816,0.8699968894905696,233.94,25.1736,5456.72,5889.111984,2214.9146262762397,0.9265777276481146,232.04,26.7437,5331.92,6205.608148,3174.933322154025,0.8592099070448751,232.12333333333333,68.6302,14138.550000000001,15945.205162999999,7372.311142895544,0.8866960227522036,1301203.79
2017-04-18 07:12:30,229.9,16.0493,3264,3689.73407,1720.5933590824895,0.8846165978568749,233.44,19.9249,4285.92,4651.268656,1806.9836368622832,0.9214518267981121,231.62,23.6454,4703.16,5476.747547999999,2806.2518986940586,0.8587505556500411,231.65333333333334,59.61959999999999,12253.08,13817.750274,6386.881331935569,0.8867637464150627,1301204.9
2017-04-18 07:17:30,230.19,17.3012,3488.3,3982.5632280000004,1921.606873170936,0.8758931874514861,233.51,23.8124,4914.59,5560.433524,2601.004826355202,0.8838501492352344,231.88,22.5507,4483.06,5229.056315999999,2691.6914742034387,0.8573363393089914,231.85999999999999,63.664300000000004,12885.95,14772.053068000001,7222.592639856425,0.8723195036385446,1301205.93
2017-04-18 07:22:30,230.36,17.6567,3554.23,4067.3974120000003,1977.6680242761422,0.873833963092466,233.61,25.8137,5456.11,6030.338457000001,2568.2378343668165,0.904776744938182,231.97,25.6966,5152.63,5960.840302,2997.0020335407594,0.8644133610275004,231.98000000000002,69.167,14162.970000000001,16058.576171,7568.893539937592,0.8819567718324086,1301207.06
2017-04-18 07:27:30,230.37,18.154,3637.89,4182.13698,2063.0138311178434,0.8698639038838942,233.65,20.8276,4364.34,4866.36874,2152.691589162086,0.8968370941820575,231.86,30.6315,6105.15,7102.219590000001,3628.865743187502,0.8596115513798129,231.96,69.6131,14107.38,16150.725310000002,7863.06286218511,0.8734827525835741,1301208.24
2017-04-18 07:32:30,230.18,18.7273,3732.61,4310.649914,2156.22941009722,0.8659042312569484,233.36,23.4661,4856.77,5476.049096000001,2529.6044886310633,0.8869113323961331,231.51,30.1555,5969.5,6981.299805,3619.891810164087,0.8550699965248091,231.6833333333333,72.3489,14558.880000000001,16767.998815,8318.942084510587,0.8682538781536765,1301209.43
