DateTime,V L1,A L1,W L1,S L1,Q L1,PF L1,V L2,A L2,W L2,S L2,Q L2,PF L2,V L3,A L3,W L3,S L3,Q L3,PF L3,V Total,A Total,W Total,S Total,Q Total,PF Total,kWh
2017-04-08 03:22:02,230.94,17.7129,3290.44,4090.617126,2430.2578212865606,0.8043871862477505,234.87,4.646,954.35,1091.20602,529.0998540769414,0.8745827850179931,232.92,24.775,4833.12,5770.592999999999,3152.8867149406096,0.8375430393375517,232.91,47.1339,9077.91,10952.416146,6127.558197770258,0.8288499888050181,1803581.65
2017-04-08 03:27:02,231.15,17.1715,3142.6,3969.1922250000007,2424.572572434254,0.7917479985489994,235,5.1221,1071.92,1203.6934999999999,547.5998133146593,0.8905257027640343,233.06,22.4649,4200.82,5235.669594,3124.955587706188,0.8023462757875472,233.07000000000002,44.7585,8415.34,10408.555319,6125.363378044045,0.8085022120830216,1803582.37
2017-04-08 03:32:02,230.64,17.7058,3274.52,4083.6657119999995,2440.050084929501,0.8018579949817402,234.53,4.6387,949.22,1087.914311,531.543920742778,0.872513570602345,232.6,21.2658,3882.87,4946.42508,3064.3827494542857,0.7849851028169217,232.59,43.610299999999995,8106.61,10118.005103,6054.494328367485,0.8012063561419218,1803583.05
2017-04-08 03:37:02,230.88,18.2509,3435.25,4213.767792000001,2440.2656499644786,0.8152442587182791,234.73,4.5101,921.73,1058.655773,520.7358762426759,0.8706607223120485,232.8,21.2124,3866.86,4938.24672,3071.4287242244054,0.7830430959107689,232.80333333333337,43.9734,8223.84,10210.670285,6051.9619400143265,0.8054162724342636,1803583.73
2017-04-08 03:42:02,230.99,18.0143,3391.58,4161.123157,2410.836168494584,0.8150635951004129,234.82,4.3436,877.22,1019.964152,520.3959482596679,0.8600498343788852,232.87,20.7743,3797.61,4837.711241,2996.9331556105417,0.7850013799531778,232.89333333333335,43.1322,8066.41,10018.79855,5942.167457871084,0.8051274770865615,1803584.42
2017-04-08 03:47:02,229.46,16.9135,3096.77,3880.97171,2339.221447601813,0.7979367620796185,233.24,4.2701,853.01,995.9581240000001,514.1075030201364,0.856471752621599,231.32,21.8388,4112.83,5051.751216,2933.397303376663,0.8141394586047248,231.34,43.0224,8062.61,9928.68105,5794.223621895266,0.8120524729717247,1803585.08
2017-04-08 03:52:02,228.6,17.2355,3191.83,3940.0352999999996,2309.9998736679804,0.8101018790364646,232.46,5.0142,1041.88,1165.600932,522.6008020270049,0.8938565261888449,230.5,24.9618,4918.72,5753.6949,2985.163071573479,0.854880226617508,230.51999999999998,47.2115,9152.43,10859.331132,5844.492940326337,0.8428171025220746,1803585.8
2017-04-08 03:57:02,228.88,17.6018,3252.4,4028.6999840000003,2377.4603679307893,0.8073075714044037,232.68,5.2503,1082.66,1221.6398040000001,565.907355595559,0.8862350395387084,230.76,28.9922,5923.31,6690.240072,3110.2589707120137,0.8853658368389864,230.7733333333333,51.844300000000004,10258.37,11940.57986,6110.9158344832085,0.8591182438605625,1803586.6
2017-04-08 04:02:02,228.55,21.0623,3884.91,4813.788665,2842.5403432814255,0.8070379217613617,232.36,8.4037,1636.13,1952.6837320000002,1065.8575797532465,0.8378878633480621,230.45,26.1539,4817.31,6027.166255,3622.1895904702064,0.7992661553020326,230.45333333333335,55.6199,10338.35,12793.638652000001,7536.292804519236,0.8080851961833257,1803587.5
2017-04-08 04:07:02,228.67,17.5949,3256.77,4023.4257829999997,2362.4995658008406,0.8094519883430394,232.45,4.817,986.47,1119.71165,529.7462772363034,0.8810036048120068,230.51,21.2383,3937.03,4895.640533,2909.826628418353,0.8041909885870292,230.54333333333332,43.6502,8180.27,10038.777966,5818.9557291448,0.8148671110871744,1803588.24
